subjID  trialNum    inputs  responses
1    1    1    0
1    2    1    1
1    3    1    1
1    4    1    1
1    5    1    1
1    6    1    1
1    7    1    1
1    8    1    1
1    9    1    1
1    10    1    1
1    11    0    1
1    12    1    1
1    13    1    1
1    14    1    1
1    15    1    1
1    16    1    1
1    17    1    1
1    18    1    1
1    19    1    1
1    20    0    1
1    21    1    1
1    22    1    1
1    23    1    1
1    24    1    1
1    25    0    1
1    26    1    1
1    27    1    1
1    28    1    1
1    29    1    1
1    30    1    1
1    31    0    1
1    32    1    1
1    33    0    1
1    34    1    0
1    35    1    1
1    36    1    1
1    37    1    1
1    38    1    1
1    39    1    1
1    40    1    1
1    41    1    1
1    42    1    1
1    43    1    1
1    44    1    1
1    45    1    1
1    46    0    1
1    47    0    1
1    48    1    0
1    49    0    0
1    50    0    1
1    51    0    0
1    52    1    0
1    53    0    0
1    54    0    0
1    55    0    0
1    56    1    0
1    57    1    0
1    58    0    1
1    59    1    0
1    60    1    1
1    61    1    1
1    62    1    1
1    63    1    1
1    64    1    1
1    65    1    1
1    66    1    1
1    67    1    1
1    68    1    1
1    69    1    1
1    70    0    1
1    71    1    1
1    72    1    1
1    73    1    1
1    74    0    1
1    75    1    0
1    76    1    1
1    77    1    1
1    78    1    1
1    79    0    1
1    80    0    1
1    81    1    0
1    82    1    1
1    83    1    1
1    84    1    1
1    85    1    1
1    86    0    1
1    87    0    1
1    88    1    0
1    89    1    1
1    90    0    1
1    91    1    0
1    92    1    1
1    93    1    1
1    94    1    1
1    95    1    1
1    96    1    1
1    97    1    1
1    98    1    1
1    99    1    1
1    100    1    1
1    101    0    1
1    102    0    1
1    103    0    0
1    104    1    0
1    105    1    1
1    106    1    1
1    107    1    1
1    108    1    1
1    109    1    1
1    110    0    1
1    111    0    1
1    112    1    0
1    113    1    1
1    114    1    1
1    115    1    1
1    116    0    1
1    117    1    1
1    118    1    1
1    119    1    1
1    120    1    1
1    121    0    1
1    122    0    1
1    123    0    1
1    124    0    0
1    125    0    0
1    126    0    0
1    127    0    0
1    128    0    0
1    129    0    0
1    130    0    0
1    131    0    0
1    132    0    0
1    133    1    0
1    134    0    0
1    135    0    0
1    136    1    0
1    137    0    1
1    138    0    0
1    139    0    0
1    140    0    0
1    141    0    0
1    142    0    0
1    143    0    0
1    144    1    0
1    145    0    0
1    146    0    0
1    147    0    0
1    148    0    0
1    149    0    0
1    150    0    0
1    151    1    0
1    152    0    0
1    153    1    0
1    154    0    1
1    155    1    0
1    156    0    1
1    157    0    0
1    158    1    0
1    159    0    1
1    160    1    1
1    161    1    1
1    162    0    1
1    163    1    1
1    164    1    1
1    165    1    1
1    166    1    1
1    167    1    1
1    168    1    1
1    169    1    1
1    170    1    1
1    171    1    1
1    172    1    1
1    173    1    1
1    174    1    1
1    175    1    1
1    176    1    1
1    177    0    1
1    178    1    1
1    179    0    1
1    180    1    0
1    181    1    1
1    182    1    1
1    183    1    1
1    184    0    1
1    185    0    1
1    186    1    1
1    187    1    1
1    188    1    1
1    189    1    1
1    190    1    1
1    191    0    1
1    192    1    1
1    193    0    1
1    194    0    1
1    195    0    0
1    196    0    0
1    197    0    0
1    198    0    0
1    199    0    0
1    200    0    0
1    201    0    0
1    202    1    0
1    203    1    1
1    204    0    1
1    205    0    0
1    206    0    0
1    207    0    0
1    208    0    0
1    209    0    0
1    210    0    0
1    211    1    0
1    212    0    0
1    213    0    0
1    214    0    0
1    215    0    0
1    216    1    0
1    217    0    1
1    218    0    0
1    219    0    0
1    220    1    0
1    221    0    0
1    222    1    0
1    223    0    0
1    224    1    0
1    225    1    0
1    226    1    1
1    227    0    1
1    228    0    1
1    229    1    0
1    230    1    0
1    231    1    1
1    232    1    1
1    233    1    1
1    234    1    1
1    235    1    1
1    236    1    1
1    237    0    1
1    238    1    1
1    239    1    1
1    240    1    1
1    241    1    1
1    242    1    1
1    243    1    1
1    244    1    1
1    245    1    1
1    246    1    1
1    247    1    1
1    248    1    1
1    249    1    1
1    250    0    1
1    251    1    1
1    252    0    1
1    253    1    0
1    254    1    1
1    255    1    1
1    256    1    1
1    257    1    1
1    258    1    1
1    259    1    1
1    260    1    1
1    261    0    1
1    262    0    1
1    263    0    0
1    264    1    0
1    265    0    0
1    266    1    1
1    267    0    1
1    268    0    0
1    269    0    0
1    270    0    0
1    271    0    0
1    272    0    0
1    273    0    0
1    274    1    0
1    275    0    1
1    276    1    0
1    277    0    1
1    278    0    0
1    279    0    0
1    280    0    0
1    281    1    0
1    282    1    1
1    283    1    1
1    284    0    1
1    285    0    1
1    286    0    0
1    287    0    0
1    288    0    0
1    289    0    0
1    290    0    0
1    291    1    0
1    292    1    0
1    293    1    1
1    294    0    1
1    295    1    1
1    296    1    1
1    297    1    1
1    298    1    1
1    299    1    1
1    300    0    1
1    301    1    1
1    302    1    1
1    303    1    1
1    304    1    1
1    305    1    1
1    306    0    1
1    307    1    1
1    308    1    1
1    309    1    1
1    310    1    1
1    311    1    1
1    312    0    1
1    313    1    1
1    314    1    1
1    315    1    1
1    316    1    1
1    317    1    1
1    318    1    1
1    319    0    1
1    320    1    0
1    321    1    1
1    322    1    1
1    323    1    1
1    324    1    1
1    325    1    1
1    326    0    1
1    327    1    1
1    328    1    1
1    329    1    1
1    330    1    1
1    331    0    1
1    332    0    1
1    333    0    0
1    334    0    0
1    335    0    0
1    336    1    0
1    337    0    0
1    338    1    0
1    339    0    1
1    340    0    0
1    341    0    0
1    342    1    0
1    343    0    1
1    344    0    0
1    345    1    0
1    346    0    1
1    347    1    0
1    348    1    1
1    349    0    1
1    350    0    1
1    351    0    0
1    352    0    1
1    353    1    0
1    354    0    0
1    355    1    0
1    356    0    0
1    357    0    0
1    358    0    0
1    359    0    0
1    360    0    0
1    361    1    0
1    362    1    0
1    363    1    1
1    364    1    1
1    365    0    1
1    366    1    1
1    367    1    0
1    368    1    1
1    369    1    1
1    370    1    1
1    371    1    1
1    372    1    1
1    373    1    1
1    374    0    1
1    375    0    1
1    376    0    1
1    377    0    0
1    378    1    0
1    379    1    1
1    380    1    1
1    381    1    1
1    382    1    1
1    383    0    1
1    384    1    1
1    385    1    1
1    386    0    0
1    387    1    0
1    388    1    0
1    389    1    1
1    390    1    1
1    391    1    1
1    392    1    1
1    393    0    1
1    394    1    1
1    395    0    1
1    396    1    1
1    397    1    1
1    398    0    1
1    399    1    0
1    400    1    1
1    401    0    1
1    402    0    0
1    403    0    0
1    404    0    0
1    405    0    0
1    406    1    0
1    407    1    0
1    408    0    1
1    409    0    0
1    410    1    0
1    411    0    1
1    412    0    0
1    413    0    0
1    414    1    0
1    415    0    0
1    416    1    1
1    417    0    0
1    418    0    0
1    419    0    0
1    420    1    0
1    421    1    0
1    422    0    1
1    423    0    0
1    424    0    0
1    425    0    0
1    426    1    0
1    427    1    0
1    428    0    1
1    429    0    1
1    430    0    0
1    431    0    0
1    432    1    0
1    433    0    0
1    434    0    0
1    435    0    0
1    436    0    0
1    437    0    0
1    438    0    0
1    439    0    0
1    440    0    0
1    441    0    0
1    442    1    0
1    443    0    1
1    444    1    0
1    445    0    1
1    446    0    0
1    447    1    0
1    448    0    0
1    449    1    1
1    450    0    0
1    451    0    1
1    452    0    0
1    453    0    0
1    454    0    0
1    455    0    0
1    456    0    0
1    457    0    0
1    458    1    0
1    459    1    1
1    460    0    1
1    461    0    0
1    462    1    0
1    463    0    1
1    464    0    0
1    465    1    0
1    466    0    0
1    467    0    0
1    468    0    0
1    469    0    0
1    470    1    0
1    471    0    0
1    472    0    0
1    473    0    0
1    474    0    0
1    475    0    0
1    476    0    0
1    477    0    0
1    478    0    0
1    479    0    0
1    480    0    0
1    481    0    0
1    482    0    0
1    483    0    0
1    484    0    0
1    485    0    0
1    486    0    0
1    487    0    0
1    488    0    0
1    489    0    0
1    490    1    0
1    491    0    1
1    492    0    0
1    493    0    0
1    494    0    0
1    495    0    0
1    496    0    0
1    497    0    0
1    498    0    0
1    499    0    0
1    500    0    0
1    501    0    0
1    502    1    0
1    503    0    0
1    504    0    0
1    505    1    0
1    506    0    0
1    507    0    0
1    508    0    0
1    509    1    0
1    510    0    0
1    511    0    0
1    512    1    0
1    513    0    0
1    514    0    0
1    515    0    0
1    516    0    0
1    517    0    0
1    518    0    0
1    519    0    0
1    520    1    0
1    521    1    0
1    522    0    1
1    523    1    1
1    524    1    1
1    525    1    1
1    526    1    1
1    527    1    1
1    528    1    1
1    529    1    1
1    530    1    1
1    531    1    1
1    532    1    1
1    533    0    1
1    534    1    1
1    535    1    1
1    536    1    1
1    537    1    1
1    538    0    1
1    539    0    1
1    540    1    0
1    541    1    1
1    542    1    1
1    543    1    1
1    544    1    1
1    545    1    1
1    546    1    1
1    547    1    1
1    548    1    1
1    549    1    1
1    550    1    1
1    551    1    1
1    552    0    1
1    553    0    1
1    554    0    0
1    555    0    0
1    556    0    0
1    557    0    0
1    558    0    0
1    559    0    0
1    560    0    0
1    561    0    0
1    562    0    0
1    563    0    0
1    564    0    0
1    565    0    0
1    566    0    0
1    567    1    0
1    568    0    1
1    569    0    1
1    570    0    0
1    571    0    0
1    572    0    0
1    573    0    0
1    574    0    0
1    575    0    0
1    576    1    0
1    577    0    0
1    578    1    0
1    579    0    0
1    580    1    0
1    581    0    1
1    582    0    0
1    583    1    0
1    584    0    1
1    585    1    0
1    586    1    1
1    587    1    1
1    588    0    1
1    589    0    1
1    590    1    0
1    591    1    1
1    592    1    1
1    593    1    1
1    594    1    1
1    595    1    1
1    596    1    1
1    597    0    1
1    598    1    1
1    599    1    1
1    600    1    1
1    601    1    1
1    602    1    1
1    603    0    1
1    604    1    1
1    605    1    1
1    606    0    1
1    607    1    0
1    608    1    1
